developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
384-18/72489/FUL-da,section-106,18/72489/FUL,https://www.salford.gov.uk/media/396011/384-72489.pdf,developer-agreement:SLF,2020-09-17,2019-04-08,,/developer-agreement/developer-agreement/SLF/384-18-72489-FUL-da
385-18/72094/FUL-da,section-106,18/72094/FUL,https://www.salford.gov.uk/media/396012/385-72094.pdf,developer-agreement:SLF,2020-09-17,2019-06-05,,/developer-agreement/developer-agreement/SLF/385-18-72094-FUL-da
386-18/72343/FUL-da,section-106,18/72343/FUL,https://www.salford.gov.uk/media/396013/386-72343.pdf,developer-agreement:SLF,2020-09-17,2019-06-12,,/developer-agreement/developer-agreement/SLF/386-18-72343-FUL-da
387-18/72242/FUL-da,section-106,18/72242/FUL,https://www.salford.gov.uk/media/396014/387-72242.pdf,developer-agreement:SLF,2020-09-17,2019-07-08,,/developer-agreement/developer-agreement/SLF/387-18-72242-FUL-da
388-16/68464/FUL-da,section-106,16/68464/FUL,https://www.salford.gov.uk/media/396015/388-68464.pdf,developer-agreement:SLF,2020-09-17,2019-07-11,,/developer-agreement/developer-agreement/SLF/388-16-68464-FUL-da
389-18/71877/FUL-da,section-106,18/71877/FUL,https://www.salford.gov.uk/media/396016/389-71877.pdf,developer-agreement:SLF,2020-09-17,2019-07-30,,/developer-agreement/developer-agreement/SLF/389-18-71877-FUL-da
390-18/71970/FUL-da,section-106,18/71970/FUL,https://www.salford.gov.uk/media/396017/390-71970.pdf,developer-agreement:SLF,2020-09-17,2019-06-07,,/developer-agreement/developer-agreement/SLF/390-18-71970-FUL-da
391-18/72311/FUL-da,section-106,18/72311/FUL,https://www.salford.gov.uk/media/396018/391-72311-aldi-at-aj-bell.pdf,developer-agreement:SLF,2020-09-17,2019-09-26,,/developer-agreement/developer-agreement/SLF/391-18-72311-FUL-da
392-18/72756/OUT-da,section-106,18/72756/OUT,https://www.salford.gov.uk/media/396020/392-72756-michigan-ave.pdf,developer-agreement:SLF,2020-09-17,2019-10-18,,/developer-agreement/developer-agreement/SLF/392-18-72756-OUT-da
393-19/72944/FUL-da,section-106,19/72944/FUL,https://www.salford.gov.uk/media/396021/393-72944-stocks-hotel.pdf,developer-agreement:SLF,2020-09-17,2019-10-28,,/developer-agreement/developer-agreement/SLF/393-19-72944-FUL-da
316A-15/66823/OUT-da,section-106,15/66823/OUT,https://www.salford.gov.uk/media/396019/316a-outwood-wharf-hulme-street.pdf,developer-agreement:SLF,2020-09-17,2019-11-29,,/developer-agreement/developer-agreement/SLF/316A-15-66823-OUT-da
394-17/70278/FUL-da,section-106,17/70278/FUL,https://www.salford.gov.uk/media/396026/394-70278-221-223-ordsall-lane.pdf,developer-agreement:SLF,2020-09-17,2019-11-29,,/developer-agreement/developer-agreement/SLF/394-17-70278-FUL-da
395-17/72539/FUL-da,section-106,17/72539/FUL,https://www.salford.gov.uk/media/396027/395-72539-waterside-village-frederick-rd.pdf,developer-agreement:SLF,2020-09-17,2019-12-05,,/developer-agreement/developer-agreement/SLF/395-17-72539-FUL-da
396-19/73148/FUL-da,section-106,19/73148/FUL,https://www.salford.gov.uk/media/396028/396-73148-church-street-eccles.pdf,developer-agreement:SLF,2020-09-17,2019-12-06,,/developer-agreement/developer-agreement/SLF/396-19-73148-FUL-da
397-17/69345/FUL-da,section-106,17/69345/FUL,https://www.salford.gov.uk/media/396029/397-69345-navigation-house.pdf,developer-agreement:SLF,2020-09-17,2019-12-06,,/developer-agreement/developer-agreement/SLF/397-17-69345-FUL-da
398-18/72443/FUL-da,section-106,18/72443/FUL,https://www.salford.gov.uk/media/396042/398-72443-621-eccles-new-rd.pdf,developer-agreement:SLF,2020-09-17,2019-12-06,,/developer-agreement/developer-agreement/SLF/398-18-72443-FUL-da
399-18/72691/FUL-da,section-106,18/72691/FUL,https://www.salford.gov.uk/media/396043/399-72691-11-ellesmere-road-eccles.pdf,developer-agreement:SLF,2020-09-17,2019-12-06,,/developer-agreement/developer-agreement/SLF/399-18-72691-FUL-da
400-19/74069/OUT-da,section-106,19/74069/OUT,https://www.salford.gov.uk/media/396044/400-74069-gateway-building-anchorage-quay.pdf,developer-agreement:SLF,2020-09-17,2019-12-06,,/developer-agreement/developer-agreement/SLF/400-19-74069-OUT-da
401-16/67987/OUTEIA-da,section-106,16/67987/OUTEIA,https://www.salford.gov.uk/media/396045/401-middlewood-locks-deed-of-variation.pdf,developer-agreement:SLF,2020-09-17,2019-12-19,,/developer-agreement/developer-agreement/SLF/401-16-67987-OUTEIA-da
402-19/73971/FUL-da,section-106,19/73971/FUL,https://www.salford.gov.uk/media/396046/402-73971-s111-agreement-hilton-lane.pdf,developer-agreement:SLF,2020-09-17,2019-12-20,2020-03-09,/developer-agreement/developer-agreement/SLF/402-19-73971-FUL-da
403-19/73707/FUL-da,section-106,19/73707/FUL,https://www.salford.gov.uk/media/396047/403-73707-seddon-st.pdf,developer-agreement:SLF,2020-09-17,2019-02-14,,/developer-agreement/developer-agreement/SLF/403-19-73707-FUL-da
404-19/73971/FUL-da,section-106,19/73971/FUL,https://www.salford.gov.uk/media/396048/404-73971-scc-counterpart.pdf,developer-agreement:SLF,2020-09-17,2020-03-09,,/developer-agreement/developer-agreement/SLF/404-19-73971-FUL-da
